symbol,publishedDate,title,image,site,text,url
ULTA,2025-04-01 10:08:48,"Underperforming S&P 500 Stock Upgraded On 'Low' Tariff Risk, Recessionary Resilience",https://images.financialmodelingprep.com/news/underperforming-sp-500-stock-upgraded-on-low-tariff-risk-20250401.jpg,investors.com,"Ulta Beauty reported in March that 2025 is a ""pivotal"" year for the company. The post Underperforming S&P 500 Stock Upgraded On 'Low' Tariff Risk, Recessionary Resilience appeared first on Investor's Business Daily.",https://www.investors.com/news/sp-500-stock-ulta-beauty-upgraded-on-low-tariff-risk-rocky-stock-market/
ULTA,2025-03-22 04:15:00,The S&P 500 Entered a Correction Last Week. 3 Stocks Down 20% or More to Buy on the Dip.,https://images.financialmodelingprep.com/news/the-sp-500-entered-a-correction-last-week-3-20250322.jpg,fool.com,"A stock market correction refers to a 10% to 20% pullback from a peak. The S&P 500 (^GSPC 0.08%) -- an index that includes roughly 500 of the country's biggest, profitable publicly traded businesses -- hit correction territory on March 13.",https://www.fool.com/investing/2025/03/22/the-sp-500-entered-a-correction-last-week-3-stocks/
ULTA,2025-03-14 13:04:29,Ulta Beauty's Strong Q4 Earnings Spark Relief Rally But Analysts Stay Cautious,https://images.financialmodelingprep.com/news/ulta-beautys-strong-q4-earnings-spark-relief-rally-but-20250314.jpg,benzinga.com,Cosmetics major Ulta Beauty Inc ULTA reported better-than-expected fourth-quarter FY24 earnings. The following are the comments from various analysts on the same.,https://www.benzinga.com/analyst-ratings/analyst-color/25/03/44336222/ulta-beautys-strong-q4-earnings-spark-relief-rally-but-analysts-stay-cautious
ULTA,2025-03-14 12:30:43,Why Ulta Beauty Stock Popped Today,https://images.financialmodelingprep.com/news/why-ulta-beauty-stock-popped-today-20250314.jpg,fool.com,Shares of cosmetics retailer Ulta Beauty (ULTA 11.83%) popped on Friday after the company reported financial results for the fourth quarter of 2024. As of 11:45 a.m.,https://www.fool.com/investing/2025/03/14/why-ulta-beauty-stock-popped-today/
ULTA,2025-03-14 10:30:30,"DOCU & ULTA Rally on Earnings, AXP Upgrade",https://images.financialmodelingprep.com/news/docu-ulta-rally-on-earnings-axp-upgrade-20250314.jpg,youtube.com,"Diane King Hall turns to a pair of earnings winners in Docusign (DOCU) and Ulta Beauty (ULTA). For Ulta, its partnerships and same-store sales generated investor optimism.",https://www.youtube.com/watch?v=ha2ny4EvQnE
ULTA,2025-03-14 10:15:48,"Ulta Beauty Posts Q4 Beat, Brushes Off Disappointing Outlook",https://images.financialmodelingprep.com/news/ulta-beauty-posts-q4-beat-brushes-off-disappointing-outlook-20250314.jpg,schaeffersresearch.com,"Ulta Beauty Inc  (NASDAQ:ULTA) stock is surging, after reporting strong fourth-quarter earnings that topped Wall Street estimates.",https://www.schaeffersresearch.com/content/news/2025/03/14/ulta-beauty-posts-q4-beat-brushes-off-disappointing-outlook
ULTA,2025-03-14 10:05:24,"Ulta Beauty Q4 Earnings & Sales Top Estimates, Stock Rises 6.5%",https://images.financialmodelingprep.com/news/ulta-beauty-q4-earnings-sales-top-estimates-stock-rises-20250314.jpg,zacks.com,"ULTA saw comparable sales and earnings growth in Q4, driven by robust holiday season performance. The company anticipates increased sales for fiscal 2025.",https://www.zacks.com/stock/news/2430100/ulta-beauty-q4-earnings-sales-top-estimates-stock-rises-6-5?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_article-2430100
ULTA,2025-03-14 09:49:44,Cramer's Mad Dash: Ulta Beauty,https://images.financialmodelingprep.com/news/cramers-mad-dash-ulta-beauty-20250314.jpg,youtube.com,Jim Cramer breaks down why he's keeping an eye on shares of Ulta Beauty.,https://www.youtube.com/watch?v=p5P2KxzGaRg
ULTA,2025-03-14 09:41:04,Nasdaq Surges 1.5%; Ulta Beauty Posts Upbeat Results,https://images.financialmodelingprep.com/news/nasdaq-surges-15-ulta-beauty-posts-upbeat-results-20250314.jpg,benzinga.com,"U.S. stocks traded higher this morning, with the Nasdaq Composite gaining around 1.5% on Friday.",https://www.benzinga.com/25/03/44328792/nasdaq-surges-1-5-ulta-beauty-posts-upbeat-results
ULTA,2025-03-14 09:21:31,Ulta Beauty Q4 earnings beat but 2025 guidance falls short amid competitive pressures,https://images.financialmodelingprep.com/news/ulta-beauty-q4-earnings-beat-but-2025-guidance-falls-20250314.jpg,proactiveinvestors.com,"Ulta Beauty Inc (NASDAQ:ULTA) shares gained more than 8% premarket as the beauty retailer reported stronger-than-expected financial results for the fourth quarter. Earnings per share of $8.46 beat the consensus of $7.14, while revenue of $3.49 billion was ahead of estimates of $3.47 billion.",https://www.proactiveinvestors.com/companies/news/1067923
ULTA,2025-03-14 08:40:08,"Ulta Stock, Peloton Rally As Beauty, Health Play Defense",https://images.financialmodelingprep.com/news/ulta-stock-peloton-rally-as-beauty-health-play-defense-20250314.jpg,investors.com,"Ulta Beauty jumps on Q4 beat, but analysts lower price targets. Peloton stock pedals higher on upgrade, analyst sees ""turning point.",https://www.investors.com/news/ulta-stock-ulta-beauty-q4-2024-earnings-peloton-pton-stock-upgrade/
ULTA,2025-03-14 07:11:05,Ulta Beauty Analysts Slash Their Forecasts After Q4 Results,https://images.financialmodelingprep.com/news/ulta-beauty-analysts-slash-their-forecasts-after-q4-results-20250314.jpg,benzinga.com,"Ulta Beauty, Inc. ULTA reported stronger-than-expected fourth-quarter financial results on Thursday.",https://www.benzinga.com/25/03/44325425/ulta-beauty-analysts-slash-their-forecasts-after-q4-results
ULTA,2025-03-13 19:42:32,Ulta Beauty to Expand eCommerce Presence by Adding ‘Curated' Marketplace,https://images.financialmodelingprep.com/news/ulta-beauty-to-expand-ecommerce-presence-by-adding-curated-20250313.jpg,pymnts.com,"Digital acceleration, personalization and a new marketplace are on the agenda at Ulta Beauty, the company's new CEO said Thursday (March 13) during a quarterly earnings call. Kecia Steelman, who became the company's president and CEO Jan.",https://www.pymnts.com/news/retail/2025/ulta-beauty-to-expand-ecommerce-presence-by-adding-curated-marketplace/
ULTA,2025-03-13 19:39:55,"Ulta Beauty, Inc. (ULTA) Q4 2024 Earnings Call Transcript",https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-q4-2024-earnings-call-transcript-20250313.jpg,seekingalpha.com,"Ulta Beauty, Inc. (NASDAQ:ULTA ) Q4 2024 Earnings Conference Call March 13, 2025 4:30 PM ET Company Participants Kiley Rawlins - Vice President, Investor Relations Kecia Steelman - Chief Executive Officer Paula Oyibo - Chief Financial Officer Conference Call Participants Dana Telsey - Telsey Advisory Group Lorraine Hutchinson - Bank of America Michael Binetti - Evercore ISI Adrienne Yih - Barclays Simeon Gutman - Morgan Stanley Steven Forbes - Guggenheim Securities Mark Altschwager - Baird Michael Lasser - UBS Michael Baker - D.A. Davidson Ike Boruchow - Wells Fargo Ashley Helgans - Jefferies Operator Good afternoon, and welcome to Ulta Beauty Conference Call to discuss the Results for the Ulta Beauty Fourth Quarter 2024 Earnings Results.",https://seekingalpha.com/article/4767446-ulta-beauty-inc-ulta-q4-2024-earnings-call-transcript
ULTA,2025-03-13 19:15:19,Markets Stay Bleak on More Tariff Warnings,https://images.financialmodelingprep.com/news/markets-stay-bleak-on-more-tariff-warnings-20250313.jpg,zacks.com,"Radical shifts are coming to trade and immigration, but market participants are not yet seeing the light at the end of the tunnel.",https://www.zacks.com/stock/news/2430012/markets-stay-bleak-on-more-tariff-warnings?cid=CS-STOCKNEWSAPI-FT-ahead_of_wall_street-2430012
ULTA,2025-03-13 19:00:19,Ulta (ULTA) Q4 Earnings: Taking a Look at Key Metrics Versus Estimates,https://images.financialmodelingprep.com/news/ulta-ulta-q4-earnings-taking-a-look-at-key-20250313.jpg,zacks.com,"While the top- and bottom-line numbers for Ulta (ULTA) give a sense of how the business performed in the quarter ended January 2025, it could be worth looking at how some of its key metrics compare to Wall Street estimates and year-ago values.",https://www.zacks.com/stock/news/2430008/ulta-ulta-q4-earnings-taking-a-look-at-key-metrics-versus-estimates?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm-2430008
ULTA,2025-03-13 18:15:22,Ulta Beauty (ULTA) Q4 Earnings and Revenues Top Estimates,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-q4-earnings-and-revenues-top-estimates-20250313.jpg,zacks.com,"Ulta Beauty (ULTA) came out with quarterly earnings of $8.46 per share, beating the Zacks Consensus Estimate of $7.10 per share. This compares to earnings of $8.08 per share a year ago.",https://www.zacks.com/stock/news/2429923/ulta-beauty-ulta-q4-earnings-and-revenues-top-estimates?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_4-2429923
ULTA,2025-03-13 17:44:51,"Ulta Beauty: Strong EPS, Revenue Gains",https://images.financialmodelingprep.com/news/ulta-beauty-strong-eps-revenue-gains-20250313.jpg,fool.com,"U.S. specialty beauty retailer Ulta Beauty (ULTA -4.48%) reported fiscal 2024 fourth-quarter results on Thursday, March 13, that topped analysts' consensus expectations. Q4 EPS of $8.46 beat expectations of $7.13 while revenue also exceeded projections, coming in at $3.49 billion, against an estimated $3.47 billion.",https://www.fool.com/data-news/2025/03/13/ulta-beauty-strong-eps-revenue-gains/
ULTA,2025-03-13 17:19:00,Ulta Beauty Finishes Above Forecast,https://images.financialmodelingprep.com/news/ulta-beauty-finishes-above-forecast-20250313.jpg,wsj.com,"The beauty retailer posted a profit of $393.3 million for the 13-week period that ended Feb. 1, compared with $394.4 million a year earlier.",https://www.wsj.com/business/earnings/ulta-beauty-earnings-decline-same-store-sales-beat-expectations-5a29e7b5
ULTA,2025-03-13 16:47:07,"Ulta Beauty tops quarterly results on strong holiday demand for cosmetics, perfumes",https://images.financialmodelingprep.com/news/ulta-beauty-tops-quarterly-results-on-strong-holiday-demand-20250313.jpg,reuters.com,"Ulta Beauty beat sales and profit expectations for the fourth quarter on Thursday, signaling a robust holiday season as shoppers flocked to its stores for products ranging from cosmetics to perfumes, sending shares up 7% in extended trading.",https://www.reuters.com/business/retail-consumer/ulta-beauty-tops-quarterly-results-strong-holiday-demand-cosmetics-perfumes-2025-03-13/
ULTA,2025-03-13 16:41:00,"Ulta Beauty CEO says investments in growth ‘will take time' to pay off, but shares still rally",https://images.financialmodelingprep.com/news/ulta-beauty-ceo-says-investments-in-growth-will-take-20250313.jpg,marketwatch.com,"Beauty-products retailer Ulta Beauty's stock climbed after hours Thursday, after the company offered a full-year forecast that was shy of Wall Street's estimates but fourth-quarter results that came in above expectations.",https://www.marketwatch.com/story/ulta-beauty-ceo-says-investments-in-growth-will-take-time-to-pay-off-but-shares-still-rally-a98aec45
ULTA,2025-03-13 16:30:04,"Ulta issues weak guidance, signaling even the beauty industry is slowing down",https://images.financialmodelingprep.com/news/ulta-issues-weak-guidance-signaling-even-the-beauty-industry-is-20250313.jpg,cnbc.com,"Ulta beat Wall Street's quarterly expectations on the top and bottom lines, but issued weak guidance for the year ahead. The beauty company is the latest retailer to issue lackluster guidance as consumer confidence slides and tariff fears weigh on spending.",https://www.cnbc.com/2025/03/13/ulta-beauty-ulta-earnings-q4-2024.html
ULTA,2025-03-13 16:05:00,Ulta Beauty Announces Fourth Quarter Fiscal 2024 Results,https://images.financialmodelingprep.com/news/ulta-beauty-announces-fourth-quarter-fiscal-2024-results-20250313.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty Announces Fourth Quarter Fiscal 2024 Results.",https://www.businesswire.com/news/home/20250313496800/en/Ulta-Beauty-Announces-Fourth-Quarter-Fiscal-2024-Results/
ULTA,2025-03-13 11:30:08,"ULTA Outlook Crucial in Market with ""No Faith"" in Turnaround",https://images.financialmodelingprep.com/news/ulta-outlook-crucial-in-market-with-no-faith-in-20250313.jpg,youtube.com,Caroline Woods notes positives in Ulta Beauty's (ULTA) earnings but says now is the time to double down on guidance. The latest downside action in Dick's Sporting Goods (DKS) and American Eagle Outfitters (AEO) are warnings signs for retail's woes.,https://www.youtube.com/watch?v=K5XxVfzS6eE
ULTA,2025-03-13 10:22:18,Ulta Beauty Earnings Are Imminent; These Most Accurate Analysts Revise Forecasts Ahead Of Earnings Call,https://images.financialmodelingprep.com/news/ulta-beauty-earnings-are-imminent-these-most-accurate-analysts-revise-20250313.jpg,benzinga.com,"Ulta Beauty, Inc. ULTA will release its fourth-quarter financial results after the closing bell on Thursday, March 13.",https://www.benzinga.com/analyst-ratings/price-target/25/03/44304293/ulta-beauty-earnings-are-imminent-these-most-accurate-analysts-revise-forecasts-ahead-of-earnings-call-2
ULTA,2025-03-11 12:33:47,Don't Miss Ulta Beauty's Quarterly Results This Week,https://images.financialmodelingprep.com/news/dont-miss-ulta-beautys-quarterly-results-this-week-20250311.jpg,schaeffersresearch.com,"Shares of Ulta Beauty Inc (NASDAQ:ULTA) are down 3.3% at $342.97 at last check, as investors brace for the company's fourth-quarter earnings report, set for release after the close on Thursday, March 13.",https://www.schaeffersresearch.com/content/analysis/2025/03/11/dont-miss-ulta-beautys-quarterly-results-this-week
ULTA,2025-03-11 10:59:34,Warren Buffett Dumped This Stock Last Quarter. Should You Buy It Ahead of Earnings Thursday?,https://images.financialmodelingprep.com/news/warren-buffett-dumped-this-stock-last-quarter-should-you-20250311.jpg,247wallst.com,Warren Buffett is rightly called the greatest living investor.,https://247wallst.com/investing/2025/03/11/warren-buffett-dumped-this-stock-last-quarter-should-you-buy-it-ahead-of-earnings-thursday/
ULTA,2025-03-10 13:15:21,Ulta Beauty Gears Up for Q4 Earnings: Here's What You Should Know,https://images.financialmodelingprep.com/news/ulta-beauty-gears-up-for-q4-earnings-heres-what-20250310.jpg,zacks.com,"ULTA's fourth-quarter earnings are likely to have been impacted by shifting consumer spending trends, rising costs and increased promotions.",https://www.zacks.com/stock/news/2427930/ulta-beauty-gears-up-for-q4-earnings-here-s-what-you-should-know?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_preview-2427930
ULTA,2025-03-06 11:05:30,Earnings Preview: Ulta Beauty (ULTA) Q4 Earnings Expected to Decline,https://images.financialmodelingprep.com/news/earnings-preview-ulta-beauty-ulta-q4-earnings-expected-to-20250306.jpg,zacks.com,Ulta (ULTA) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://www.zacks.com/stock/news/2426678/earnings-preview-ulta-beauty-ulta-q4-earnings-expected-to-decline?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_9-2426678
ULTA,2025-03-06 06:56:01,"Ulta Beauty: Undervalued, With High Growth Potential",https://images.financialmodelingprep.com/news/ulta-beauty-undervalued-with-high-growth-potential-20250306.jpg,seekingalpha.com,"Ulta Beauty is rated as a strong buy due to its undervaluation, strong financial growth, and innovative market adaptation. The company has a robust customer loyalty program, contributing to 95% of total sales, and is heavily investing in E-commerce. ULTA's financials show significant growth with a 5Y revenue CAGR of 10.58%, net income CAGR of 14.63%, and FCF CAGR of 9.40%.",https://seekingalpha.com/article/4765161-ulta-beauty-undervalued-with-high-growth-potential
ULTA,2025-03-04 07:15:08,Warren Buffett Sold ULTA Stock—But Should You?,https://images.financialmodelingprep.com/news/warren-buffett-sold-ulta-stockbut-should-you-20250304.jpg,marketbeat.com,"Whenever Wall Street authoritative figures, such as a large institution or individual investor, decide to shift a view on a specific stock or industry, retail traders can significantly benefit from attempting to reverse engineer the reasoning behind such a decision and shift. Today, this signal comes through Warren Buffett, the legendary value investor who has been the center of attention after a few months of being relatively inactive.",https://www.marketbeat.com/originals/warren-buffett-sold-ulta-stockbut-should-you/
ULTA,2025-03-02 10:14:58,"Ulta Beauty: Getting More Attractive With Each Visit, Just Like Its Customers",https://images.financialmodelingprep.com/news/ulta-beauty-getting-more-attractive-with-each-visit-just-20250302.jpg,seekingalpha.com,"Ulta Beauty's resilient operating performance, even during downturns, and consistent profitability make it a high-quality investment in a competitive, discretionary industry. The company's organic growth, international expansion, and strong customer loyalty drive future growth potential, despite competition from Sephora. Ulta's aggressive share buybacks and low valuation multiples suggest substantial value accretion for shareholders, aligning management interests with investors.",https://seekingalpha.com/article/4763888-ulta-beauty-stock-getting-more-attractive-with-each-visit
ULTA,2025-03-01 03:23:00,Prediction: Ulta Beauty Stock Will Beat the Market. Here's Why.,https://images.financialmodelingprep.com/news/prediction-ulta-beauty-stock-will-beat-the-market-heres-20250301.jpg,fool.com,"The market hasn't been too happy with Ulta Beauty (ULTA 0.16%) stock recently. The beauty megachain's shares are down 32% over the past year, seriously underperforming the S&P 500.",https://www.fool.com/investing/2025/03/01/prediction-ulta-stock-will-beat-the-market-heres-w/
ULTA,2025-02-27 16:05:00,"Ulta Beauty to Report Fourth Quarter and Fiscal 2024 Results on March 13, 2025",https://images.financialmodelingprep.com/news/ulta-beauty-to-report-fourth-quarter-and-fiscal-2024-20250227.jpg,businesswire.com,"BOLINGBROOK, Ill.--(BUSINESS WIRE)--Ulta Beauty to Report Fourth Quarter and Fiscal 2024 Results on March 13, 2025.",https://www.businesswire.com/news/home/20250227054955/en/Ulta-Beauty-to-Report-Fourth-Quarter-and-Fiscal-2024-Results-on-March-13-2025/
ULTA,2025-02-26 09:20:59,Top Beauty and Cosmetics Stocks in Focus Right Now,https://images.financialmodelingprep.com/news/top-beauty-and-cosmetics-stocks-in-focus-right-now-20250226.jpg,zacks.com,"Beauty and Cosmetics stocks like NUS, ULTA and SBH are thriving on innovation, digital engagement and strategic expansions.",https://www.zacks.com/stock/news/2421741/top-beauty-and-cosmetics-stocks-in-focus-right-now?cid=CS-STOCKNEWSAPI-FT-analyst_blog|investment_ideas-2421741
ULTA,2025-02-25 08:45:16,February's Top 3 Stock Upgrades: What Investors Need to Know,https://images.financialmodelingprep.com/news/februarys-top-3-stock-upgrades-what-investors-need-to-20250225.jpg,marketbeat.com,"At the end of February, Lululemon NASDAQ: LULU, DoorDash NASDAQ: DASH, and Ulta Beauty NASDAQ: ULTA were among the Most Upgraded Stocks tracked by MarketBeat. Investors should pay attention to this because the sentiment trends drive these markets and lead them to fresh highs likely set early this year.",https://www.marketbeat.com/stock-ideas/februarys-top-3-stock-upgrades-what-investors-need-to-know/
ULTA,2025-02-20 08:16:34,3 Beauty Stocks Off to an Ugly Start—Can 1 Stage a Comeback?,https://images.financialmodelingprep.com/news/3-beauty-stocks-off-to-an-ugly-startcan-1-20250220.jpg,marketbeat.com,"However, retail and wholesale beauty stocks have been in a steady decline, with losses accelerating in 2025. Once a Wall Street favorite, Ulta Beauty Inc. NASDAQ: ULTA ended 2024 down 11.24% and is currently down 16.05% YTD.",https://www.marketbeat.com/stock-ideas/3-beauty-stocks-off-to-an-ugly-startcan-1-stage-a-comeback/
ULTA,2025-02-20 06:00:00,Cécred to Launch in Ulta Beauty With Biggest Hair Care Partnership in Retailer's History,https://images.financialmodelingprep.com/news/ccred-to-launch-in-ulta-beauty-with-biggest-hair-20250220.jpg,businesswire.com,"LOS ANGELES--(BUSINESS WIRE)--Cécred, the brand delivering transformational hair care for all, today announces its first expansion into retail with Ulta Beauty, the nation's largest beauty retailer. Starting April 6, 2025, the 30-time award-winning hair care brand founded by Beyoncé Knowles-Carter will roll out to 1,400+ Ulta Beauty stores nationwide and online, marking the biggest exclusive hair launch in the retail giant's history. This announcement coincides with the brand's 1-year anniversa.",https://www.businesswire.com/news/home/20250219262273/en/C%C3%A9cred-to-Launch-in-Ulta-Beauty-With-Biggest-Hair-Care-Partnership-in-Retailer%E2%80%99s-History/
ULTA,2025-02-18 10:30:00,Lucky Partners with Ulta Beauty to Transform Omnichannel Beauty Shopping Experience,https://images.financialmodelingprep.com/news/lucky-partners-with-ulta-beauty-to-transform-omnichannel-beauty-shopping-20250218.jpg,businesswire.com,"MIAMI--(BUSINESS WIRE)--Lucky is excited to announce a partnership with Ulta Beauty, the largest specialty beauty retailer in the United States. This collaboration will empower beauty brands to seamlessly connect their Direct-To-Consumer (DTC) websites and marketing with Ulta Beauty's extensive in-store inventory in real-time, revolutionizing the way customers shop for their favorite beauty products. Through this innovative partnership, customers browsing their preferred beauty brand's marketin.",https://www.businesswire.com/news/home/20250218701659/en/Lucky-Partners-with-Ulta-Beauty-to-Transform-Omnichannel-Beauty-Shopping-Experience/
ULTA,2025-02-14 16:35:00,"Warren Buffet bought booze, pizza and pool stocks in the fourth quarter, while ditching Ulta Beauty",https://images.financialmodelingprep.com/news/warren-buffet-bought-booze-pizza-and-pool-stocks-in-20250214.jpg,marketwatch.com,"Berkshire Hathaway revealed that it had snapped up more than 5.6 million shares of Constellation Brands, known for beers like Corona and Modelo.",https://www.marketwatch.com/story/warren-buffet-bought-booze-pizza-and-pool-stocks-in-the-fourth-quarter-while-ditching-ulta-beauty-12b631f6
ULTA,2025-02-14 08:15:00,Best Stock to Buy Right Now: Ulta Beauty vs. e.l.f. Beauty,https://images.financialmodelingprep.com/news/best-stock-to-buy-right-now-ulta-beauty-vs-20250214.jpg,fool.com,The stock market hasn't shown much love to specialty retailer Ulta Beauty (ULTA -3.40%) or cosmetics giant e.l.f. Beauty (ELF -0.17%) lately.,https://www.fool.com/investing/2025/02/14/best-stock-to-buy-now-ulta-beauty-vs-elf-beauty/
ULTA,2025-02-13 10:05:40,Ulta Beauty Inc. (ULTA) is Attracting Investor Attention: Here is What You Should Know,https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-is-attracting-investor-attention-here-20250213.jpg,zacks.com,"Ulta (ULTA) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://www.zacks.com/stock/news/2415252/ulta-beauty-inc-ulta-is-attracting-investor-attention-here-is-what-you-should-know?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|most_searched_stocks-2415252
ULTA,2025-02-13 07:00:00,Where Will Ulta Stock Be in 1 Year?,https://images.financialmodelingprep.com/news/where-will-ulta-stock-be-in-1-year-20250213.jpg,fool.com,"It's been an awful year for Ulta Beauty (ULTA -0.38%). The cosmetics and fragrances retailer is struggling through the inflationary environment, which is eroding its margins.",https://www.fool.com/investing/2025/02/13/where-will-ulta-stock-be-in-1-year/
ULTA,2025-02-13 05:48:00,What's a Fair Price to Buy Ulta Stock?,https://images.financialmodelingprep.com/news/whats-a-fair-price-to-buy-ulta-stock-20250213.jpg,fool.com,Ulta Beauty (ULTA -0.38%) is a cosmetics company with solid prospects for free-cash-flow growth.,https://www.fool.com/investing/2025/02/13/whats-a-fair-price-to-buy-ulta-stock/
ULTA,2025-02-11 09:50:27,These 2 Retail and Wholesale Stocks Could Beat Earnings: Why They Should Be on Your Radar,https://images.financialmodelingprep.com/news/these-2-retail-and-wholesale-stocks-could-beat-earnings-20250211.jpg,zacks.com,Investors looking for ways to find stocks that are set to beat quarterly earnings estimates should check out the Zacks Earnings ESP.,https://www.zacks.com/stock/news/2413438/these-2-retail-and-wholesale-stocks-could-beat-earnings-why-they-should-be-on-your-radar?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|zacks_education_earnings_esp-2413438
ULTA,2025-02-07 16:41:31,Beauty stocks post major losses after a week of worrying results,https://images.financialmodelingprep.com/news/beauty-stocks-post-major-losses-after-a-week-of-20250207.jpg,cnbc.com,Beauty stocks fell this week as E.l.f. Beauty and Estee Lauder issued disappointing guidance.,https://www.cnbc.com/2025/02/07/beauty-stocks-post-major-losses.html
ULTA,2025-02-05 08:00:24,Market Volatility Creates Opportunity in These 3 Value Stocks,https://images.financialmodelingprep.com/news/market-volatility-creates-opportunity-in-these-3-value-stocks-20250205.jpg,marketbeat.com,"As a new volatility regime is building up for the broader stock market, investors might have noticed a particular behavior during the sharp action days brought about by the DeepSeek debacle with the United States technology sector. This behavior, what traders choose to buy or sell during periods of high tension, can give investors a massive insight into what's coming next.",https://www.marketbeat.com/stock-ideas/market-volatility-creates-opportunity-in-these-3-value-stocks/
ULTA,2025-02-01 18:05:00,1 Growth Stock Down 28% to Buy Right Now,https://images.financialmodelingprep.com/news/1-growth-stock-down-28-to-buy-right-now-20250201.jpg,fool.com,"Ulta Beauty (ULTA -1.52%) could use a touch-up to its makeup with its shares down about 28% from their 52-week high. Nevertheless, investors focusing too much on the company's rough stock market performance from 2024 might be missing the bigger picture.",https://www.fool.com/investing/2025/02/01/1-growth-stock-down-28-to-buy-right-now/
ULTA,2025-01-31 18:51:26,Why Ulta Beauty (ULTA) Dipped More Than Broader Market Today,https://images.financialmodelingprep.com/news/why-ulta-beauty-ulta-dipped-more-than-broader-market-20250131.jpg,zacks.com,"Ulta Beauty (ULTA) closed at $412.15 in the latest trading session, marking a -1.52% move from the prior day.",https://www.zacks.com/stock/news/2407843/why-ulta-beauty-ulta-dipped-more-than-broader-market-today?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6-2407843
ULTA,2025-01-30 10:00:30,Ulta Beauty Inc. (ULTA) Is a Trending Stock: Facts to Know Before Betting on It,https://images.financialmodelingprep.com/news/ulta-beauty-inc-ulta-is-a-trending-stock-facts-20250130.jpg,zacks.com,"Ulta (ULTA) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",https://www.zacks.com/stock/news/2406509/ulta-beauty-inc-ulta-is-a-trending-stock-facts-to-know-before-betting-on-it?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|most_searched_stocks-2406509
ULTA,2025-01-28 18:56:20,Ulta Beauty (ULTA) Stock Declines While Market Improves: Some Information for Investors,https://images.financialmodelingprep.com/news/ulta-beauty-ulta-stock-declines-while-market-improves-some-information-20250128.jpg,zacks.com,"Ulta Beauty (ULTA) reachead $413.24 at the closing of the latest trading day, reflecting a -0.42% change compared to its last close.",https://www.zacks.com/stock/news/2405036/ulta-beauty-ulta-stock-declines-while-market-improves-some-information-for-investors?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_6v1-2405036
ULTA,2025-01-28 12:05:51,Ulta Beauty: An Excellent Business Still Selling At A Fair Price,https://images.financialmodelingprep.com/news/ulta-beauty-an-excellent-business-still-selling-at-a-20250128.jpg,seekingalpha.com,Ulta Beauty exhibits operational excellence and adaptability to the changing market trends. The company promoting its CEO from within the company instead of hiring an outsider indicates all the operation excellence they have demonstrated in the past will continue. The Haircare and Wellness category can be Ulta Beauty's growth engine moving forward.,https://seekingalpha.com/article/4752580-ulta-beauty-an-excellent-business-still-selling-at-a-fair-price
ULTA,2025-01-28 06:45:00,Milk Makeup to Launch at Ulta Beauty This Spring,https://images.financialmodelingprep.com/news/milk-makeup-to-launch-at-ulta-beauty-this-spring-20250128.jpg,prnewswire.com,"The New York City based award-winning clean color cosmetics brand will expand to select Ulta Beauty stores nationwide and online, marking a significant milestone since its debut in 2016 NEW YORK , Jan. 28, 2025 /PRNewswire/ -- Milk Makeup, the trailblazing clean beauty brand celebrated for its iconic, high-performance formulas, inclusive ethos and part of the Waldencast plc (NASDAQ: WALD) platform, is thrilled to announce an expansion into the nation's largest beauty retailer, Ulta Beauty. Beginning this spring, Milk Makeup's cult-favorite products, including the 13x award-winning Hydro Grip Primer and internet-breaking Cooling Water Jelly Tints will be available in 600+ Ulta Beauty stores nationwide and on Ulta.com.",https://www.prnewswire.com/news-releases/milk-makeup-to-launch-at-ulta-beauty-this-spring-302361375.html
ULTA,2025-01-26 06:05:00,2 Stocks Down 26% to 83% to Double Up on Right Now,https://images.financialmodelingprep.com/news/2-stocks-down-26-to-83-to-double-up-on-20250126.jpg,fool.com,"The S&P 500 is still on a roll in 2025, up about 28% over the past year. However, the market does look inflated.",https://www.fool.com/investing/2025/01/26/2-stocks-down-26-to-83-to-double-up-on-right-now/
